"Word"	"Duration"	"Speaker"	"File"	"POS"	"Ideal"	"Surface"	"ParseIdeal"	"ParseSurface"	"Prepausal"	"SylNIdeal"	"SylNSurface"	"StressGuess"	"TimeInto"	"IsYoung"	"IsMale"	"IntIsMale"
"now"	100	2	"05a"	"RB"	"n6"	"6"	"n6"	"6"	0	1	1	"1"	186.252	0	0	1
"there"	102	2	"05a"	"EX"	"DEr"	"DEr"	"DEr"	"DEr"	0	1	1	"1"	186.3516	0	0	1
"are"	84	2	"05a"	"VBP"	"Qr"	"3"	"Qr"	"3"	0	1	1	"1"	186.4521	0	0	1
"some"	300	2	"05a"	"DT"	"sVm"	"sVm"	"sVm"	"sVm"	0	1	1	"1"	186.5361	0	0	1
"things"	370	2	"05a"	"NNS"	"TINz"	"TINz"	"TINz"	"TINz"	0	1	1	"1"	186.8343	0	0	1
"that"	107	2	"05a"	"IN"	"D{t"	"zId"	"D{t"	"zId"	0	1	1	"1"	187.2016	0	0	1
"the"	113	2	"05a"	"DT"	"Di"	"DI"	"Di"	"DI"	0	1	1	"0"	187.3061	0	0	1
"kids"	426	2	"05a"	"NNS"	"kIdz"	"kIds"	"kIdz"	"kIds"	1	1	1	"1"	187.4184	0	0	1
"can't"	296	2	"05a"	"VBP_RB"	"k{nt"	"k{n"	"k{nt"	"k{n"	0	1	1	"1"	188.312	0	0	1
"do"	126	2	"05a"	"VBP"	"du"	"du"	"du"	"du"	0	1	1	"1"	188.6069	0	0	1
"at"	99	2	"05a"	"IN"	"{t"	"ut"	"{t"	"ut"	0	1	1	"1"	188.7322	0	0	1
"this"	216	2	"05a"	"DT"	"DIs"	"DIs"	"DIs"	"DIs"	0	1	1	"1"	188.8307	0	0	1
"age"	191	2	"05a"	"NN"	"1_"	"1_"	"1_"	"1_"	0	1	1	"1"	189.0445	0	0	1
"that"	61	2	"05a"	"IN"	"D{t"	"ZI"	"D{t"	"ZI"	0	1	1	"1"	189.2348	0	0	1
"somebody"	334	2	"05a"	"NN"	"sVmbVdi"	"sVmbQi"	"sVm.bV.di"	"sVm.bQ.i"	0	3	3	"120"	189.2945	0	0	1
"can"	260	2	"05a"	"MD"	"k{n"	"k{n"	"k{n"	"k{n"	0	1	1	"1"	189.6245	0	0	1
"at"	135	2	"05a"	"IN"	"{t"	"Vd"	"{t"	"Vd"	0	1	1	"1"	189.8828	0	0	1
"another"	365	2	"05a"	"DT"	"VnVD3"	"VnVD3"	"V.nV.D3"	"V.nV.D3"	0	3	3	"010"	190.0164	0	0	1
"age"	387	2	"05a"	"NN"	"1_"	"1J"	"1_"	"1J"	0	1	1	"1"	190.378	0	0	1
"possibly"	301	2	"05a"	"RB"	"pQsVbli"	"pQsvP"	"pQ.sVb.li"	"pQs.vP"	0	3	2	"??"	190.7638	0	0	1
"like"	156	2	"05a"	"IN"	"l2k"	"l2k"	"l2k"	"l2k"	0	1	1	"1"	191.0625	0	0	1
"go"	186	2	"05a"	"VB"	"g5"	"g5"	"g5"	"g5"	0	1	1	"1"	191.2175	0	0	1
"out"	273	2	"05a"	"RP"	"6t"	"6t"	"6t"	"6t"	1	1	1	"1"	191.4028	0	0	1
"on"	120	2	"05a"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	0	1	1	"1"	191.7552	0	0	1
"a"	40	2	"05a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	191.8745	0	0	1
"date"	423	2	"05a"	"NN"	"d1t"	"d1t"	"d1t"	"d1t"	1	1	1	"1"	191.9145	0	0	1
"for"	152	2	"05a"	"IN"	"f5r"	"f3"	"f5r"	"f3"	0	1	1	"1"	192.4003	0	0	1
"example"	504	2	"05a"	"NN"	"Egz{mpP"	"Igs{mpP"	"Eg.z{m.pP"	"Ig.s{m.pP"	1	3	3	"010"	192.5513	0	0	1
"well"	187	2	"05a"	"RB"	"wEl"	"wQ"	"wEl"	"wQ"	0	1	1	"1"	193.5831	0	0	1
"he's"	221	2	"05a"	"PRP_VBZ"	"hiz"	"hiz"	"hiz"	"hiz"	0	1	1	"1"	193.7694	0	0	1
"going"	322	2	"05a"	"VBG"	"g5IN"	"g5In"	"g5.IN"	"g5.In"	0	2	2	"10"	193.9881	0	0	1
"out"	187	2	"05a"	"RP"	"6t"	"6d"	"6t"	"6d"	0	1	1	"1"	194.3073	0	0	1
"that"	186	2	"05a"	"DT"	"D{t"	"D{t"	"D{t"	"D{t"	0	1	1	"1"	194.4932	0	0	1
"party"	302	2	"05a"	"NN"	"pQrti"	"pQri"	"pQr.ti"	"pQ.ri"	0	2	2	"10"	194.6781	0	0	1
"why"	220	2	"05a"	"WRB"	"w2"	"w2"	"w2"	"w2"	0	1	1	"1"	194.9781	0	0	1
"can't"	250	2	"05a"	"VBP_RB"	"k{nt"	"k{n"	"k{nt"	"k{n"	0	1	1	"1"	195.1976	0	0	1
"i"	198	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	195.4466	0	0	1
"well"	199	2	"05a"	"RB"	"wEl"	"wV"	"wEl"	"wV"	0	1	1	"1"	195.6443	0	0	1
"he's"	197	2	"05a"	"PRP_VBZ"	"hiz"	"iz"	"hiz"	"iz"	0	1	1	"1"	195.8424	0	0	1
"already"	236	2	"05a"	"RB"	"QlrEdi"	"QrEi"	"Ql.rE.di"	"Q.rE.i"	0	3	3	"010"	196.0381	0	0	1
"sixteen"	500	2	"05a"	"CD"	"sIkstin"	"sIkstin"	"sIks.tin"	"sIks.tin"	0	2	2	"01"	196.2721	0	0	1
"years"	312	2	"05a"	"NNS"	"jIrz"	"jirz"	"jIrz"	"jirz"	0	1	1	"1"	196.7681	0	0	1
"old"	221	2	"05a"	"JJ"	"5ld"	"5l"	"5ld"	"5l"	0	1	1	"1"	197.0781	0	0	1
"now"	152	2	"05a"	"RB"	"n6"	"n6"	"n6"	"n6"	0	1	1	"1"	197.2981	0	0	1
"wait"	158	2	"05a"	"VB"	"w1t"	"w1t"	"w1t"	"w1t"	0	1	1	"1"	197.4491	0	0	1
"till"	124	2	"05a"	"IN"	"tIl"	"tI"	"tIl"	"tI"	0	1	1	"1"	197.6061	0	0	1
"you're"	111	2	"05a"	"PRP_VBP"	"jur"	"j3"	"jur"	"j3"	0	1	1	"1"	197.7283	0	0	1
"sixteen"	503	2	"05a"	"CD"	"sIkstin"	"sIkstin"	"sIks.tin"	"sIks.tin"	0	2	2	"01"	197.8385	0	0	1
"years"	251	2	"05a"	"NNS"	"jIrz"	"j3z"	"jIrz"	"j3z"	0	1	1	"1"	198.3381	0	0	1
"old"	176	2	"05a"	"JJ"	"5ld"	"5ld"	"5ld"	"5ld"	0	1	1	"1"	198.5881	0	0	1
"and"	134	2	"05a"	"CC"	"{nd"	"Un"	"{nd"	"Un"	0	1	1	"0"	198.7622	0	0	1
"you'll"	112	2	"05a"	"PRP_MD"	"jul"	"ju"	"jul"	"ju"	0	1	1	"1"	198.8959	0	0	1
"be"	190	2	"05a"	"VB"	"bi"	"fI"	"bi"	"fI"	0	1	1	"1"	199.0062	0	0	1
"allowed"	256	2	"05a"	"VBN"	"Vl6d"	"Il{d"	"V.l6d"	"I.l{d"	0	2	2	"01"	199.1957	0	0	1
"to"	93	2	"05a"	"TO"	"tu"	"dI"	"tu"	"dI"	0	1	1	"1"	199.4501	0	0	1
"go"	123	2	"05a"	"VB"	"g5"	"g5"	"g5"	"g5"	0	1	1	"1"	199.5424	0	0	1
"to"	46	2	"05a"	"TO"	"tu"	"RV"	"tu"	"RV"	0	1	1	"1"	199.6644	0	0	1
"parties"	306	2	"05a"	"NNS"	"pQrtiz"	"pQrIz"	"pQr.tiz"	"pQ.rIz"	0	2	2	"10"	199.7097	0	0	1
"because"	186	2	"05a"	"IN"	"bIkVz"	"pwVz"	"bI.kVz"	"pwVz"	0	2	1	"?"	200.013	0	0	1
"by"	147	2	"05a"	"IN"	"b2"	"bV"	"b2"	"bV"	0	1	1	"1"	200.1971	0	0	1
"that"	194	2	"05a"	"IN"	"D{t"	"D{t"	"D{t"	"D{t"	0	1	1	"1"	200.3435	0	0	1
"time"	303	2	"05a"	"NN"	"t2m"	"t2m"	"t2m"	"t2m"	0	1	1	"1"	200.5351	0	0	1
"i'll"	119	2	"05a"	"PRP_MD"	"2l"	"Ql"	"2l"	"Ql"	0	1	1	"1"	200.8364	0	0	1
"expect"	399	2	"05a"	"VBP"	"EkspEkt"	"VkspEkt"	"Ek.spEkt"	"Vk.spEkt"	0	2	2	"01"	200.954	0	0	1
"you"	62	2	"05a"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	201.3489	0	0	1
"be"	139	2	"05a"	"VB"	"bi"	"bI"	"bi"	"bI"	0	1	1	"1"	201.4099	0	0	1
"able"	173	2	"05a"	"JJ"	"1bP"	"1wP"	"1.bP"	"1.wP"	0	2	2	"10"	201.5481	0	0	1
"yknow"	248	2	"05a"	"PRP_VBP"	"jun5"	"jIn5"	"ju.n5"	"jI.n5"	0	2	2	"??"	201.7198	0	0	1
"know"	186	2	"05a"	"VB"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	201.9658	0	0	1
"what"	138	2	"05a"	"WP"	"wVt"	"wVt"	"wVt"	"wVt"	0	1	1	"1"	202.1503	0	0	1
"to"	90	2	"05a"	"TO"	"tu"	"tV"	"tu"	"tV"	0	1	1	"1"	202.2872	0	0	1
"do"	310	2	"05a"	"VB"	"du"	"du"	"du"	"du"	1	1	1	"1"	202.3763	0	0	1
"uh"	303	2	"05a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	203.5714	0	0	1
"but"	256	2	"05a"	"CC"	"bVt"	"bVY"	"bVt"	"bVY"	1	1	1	"1"	203.8741	0	0	1
"i"	88	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	204.3275	0	0	1
"mean"	190	2	"05a"	"VBP"	"min"	"min"	"min"	"min"	0	1	1	"1"	204.415	0	0	1
"i"	160	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	204.6041	0	0	1
"never"	338	2	"05a"	"RB"	"nEv3"	"nEv3"	"nE.v3"	"nE.v3"	0	2	2	"10"	204.7641	0	0	1
"did"	419	2	"05a"	"VBD"	"dId"	"dId"	"dId"	"dId"	1	1	1	"1"	205.0986	0	0	1
"uh"	198	2	"05a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	206.1719	0	0	1
"and"	173	2	"05a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	206.3692	0	0	1
"i"	121	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	206.5419	0	0	1
"know"	112	2	"05a"	"VBP"	"n5"	"n5"	"n5"	"n5"	1	1	1	"1"	206.662	0	0	1
"well"	180	2	"05a"	"RB"	"wEl"	"wEl"	"wEl"	"wEl"	0	1	1	"1"	207.7834	0	0	1
"i"	80	2	"05a"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	207.9613	0	0	1
"won't"	151	2	"05a"	"MD_RB"	"w5nt"	"5n"	"w5nt"	"5n"	0	1	1	"1"	208.0407	0	0	1
"give"	125	2	"05a"	"VB"	"gIv"	"gIv"	"gIv"	"gIv"	0	1	1	"1"	208.1907	0	0	1
"you"	70	2	"05a"	"PRP"	"ju"	"jI"	"ju"	"jI"	0	1	1	"1"	208.3134	0	0	1
"any"	149	2	"05a"	"DT"	"Eni"	"Eni"	"E.ni"	"E.ni"	0	2	2	"10"	208.3823	0	0	1
"examples"	462	2	"05a"	"NNS"	"Egz{mpPz"	"Igz{mpPz"	"Eg.z{m.pPz"	"Ig.z{m.pPz"	0	3	3	"010"	208.5302	0	0	1
"but"	140	2	"05a"	"CC"	"bVt"	"bIR"	"bVt"	"bIR"	0	1	1	"1"	208.9874	0	0	1
"anyway"	310	2	"05a"	"RB"	"Eniw1"	"Eniw1"	"E.ni.w1"	"E.ni.w1"	1	3	3	"102"	209.1263	0	0	1
"if"	201	2	"05a"	"IN"	"If"	"If"	"If"	"If"	1	1	1	"1"	209.792	0	0	1
"if"	135	2	"05a"	"IN"	"If"	"If"	"If"	"If"	0	1	1	"1"	210.086	0	0	1
"i"	132	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	210.2208	0	0	1
"told"	251	2	"05a"	"VBD"	"t5ld"	"t5l"	"t5ld"	"t5l"	0	1	1	"1"	210.352	0	0	1
"them"	208	2	"05a"	"PRP"	"DEm"	"DEm"	"DEm"	"DEm"	0	1	1	"1"	210.602	0	0	1
"they"	156	2	"05a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	210.8089	0	0	1
"couldn't"	406	2	"05a"	"MD_RB"	"kUdHt"	"kUdH"	"kU.dHt"	"kU.dH"	0	2	2	"10"	210.9643	0	0	1
"do"	159	2	"05a"	"VB"	"du"	"du"	"du"	"du"	0	1	1	"1"	211.3687	0	0	1
"it"	125	2	"05a"	"PRP"	"It"	"VY"	"It"	"VY"	1	1	1	"1"	211.5272	0	0	1
"i"	101	2	"05a"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	211.9316	0	0	1
"would"	118	2	"05a"	"MD"	"wUd"	"wUd"	"wUd"	"wUd"	0	1	1	"1"	212.032	0	0	1
"try"	282	2	"05a"	"VB"	"tr2"	"Jr2"	"tr2"	"Jr2"	0	1	1	"1"	212.1489	0	0	1
"swearing"	525	2	"05a"	"NN"	"swErIN"	"swErIN"	"swE.rIN"	"swE.rIN"	0	2	2	"10"	213.1342	0	0	1
"is"	61	2	"05a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	213.657	0	0	1
"one"	142	2	"05a"	"CD"	"wVn"	"wVn"	"wVn"	"wVn"	0	1	1	"1"	213.717	0	0	1
"of"	38	2	"05a"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	213.857	0	0	1
"my"	183	2	"05a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	213.8949	0	0	1
"bad"	271	2	"05a"	"JJ"	"b{d"	"b{d"	"b{d"	"b{d"	0	1	1	"1"	214.077	0	0	1
"habits"	563	2	"05a"	"NNS"	"h{bIts"	"h{bIts"	"h{.bIts"	"h{.bIts"	1	2	2	"10"	214.347	0	0	1
"and"	361	2	"05a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	215.559	0	0	1
"i"	190	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	215.919	0	0	1
"know"	378	2	"05a"	"VBP"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	216.1087	0	0	1
"that"	353	2	"05a"	"IN"	"D{t"	"DEt"	"D{t"	"DEt"	0	1	1	"1"	216.486	0	0	1
"uh"	136	2	"05a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	216.8376	0	0	1
"i"	166	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	216.9734	0	0	1
"would"	139	2	"05a"	"MD"	"wUd"	"wUd"	"wUd"	"wUd"	0	1	1	"1"	217.139	0	0	1
"try"	303	2	"05a"	"VB"	"tr2"	"Jr2"	"tr2"	"Jr2"	1	1	1	"1"	217.2767	0	0	1
"very"	544	2	"05a"	"RB"	"vEri"	"vEri"	"vE.ri"	"vE.ri"	1	2	2	"10"	217.899	0	0	1
"very"	354	2	"05a"	"RB"	"vEri"	"vEri"	"vE.ri"	"vE.ri"	0	2	2	"10"	218.6295	0	0	1
"hard"	463	2	"05a"	"JJ"	"hQrd"	"hQrY"	"hQrd"	"hQrY"	1	1	1	"1"	218.9804	0	0	1
"i"	204	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	219.8042	0	0	1
"got"	211	2	"05a"	"VBD"	"gQt"	"gQt"	"gQt"	"gQt"	0	1	1	"1"	220.0081	0	0	1
"taught"	324	2	"05a"	"VBN"	"tQt"	"tQY"	"tQt"	"tQY"	0	1	1	"1"	220.2179	0	0	1
"one"	246	2	"05a"	"CD"	"wVn"	"wVn"	"wVn"	"wVn"	0	1	1	"1"	220.5402	0	0	1
"time"	171	2	"05a"	"NN"	"t2m"	"t2"	"t2m"	"t2"	0	1	1	"1"	220.7842	0	0	1
"that"	116	2	"05a"	"WDT"	"D{t"	"D{"	"D{t"	"D{"	0	1	1	"1"	220.9543	0	0	1
"i"	75	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	221.0694	0	0	1
"better"	243	2	"05a"	"RB"	"bEt3"	"bER3"	"bE.t3"	"bE.R3"	0	2	2	"10"	221.1442	0	0	1
"watch"	305	2	"05a"	"VB"	"wQJ"	"wQJ"	"wQJ"	"wQJ"	0	1	1	"1"	221.3844	0	0	1
"a"	17	2	"05a"	"DT"	"1"	"I"	"1"	"I"	0	1	1	"0"	221.6877	0	0	1
"little"	152	2	"05a"	"RB"	"lItP"	"lIP"	"lI.tP"	"lI.P"	0	2	2	"10"	221.7043	0	0	1
"more"	205	2	"05a"	"RBR"	"m5r"	"mQr"	"m5r"	"mQr"	0	1	1	"1"	221.8542	0	0	1
"carefully"	370	2	"05a"	"RB"	"kErfli"	"kErfVli"	"kErf.li"	"kEr.fV.li"	0	2	3	"100"	222.0581	0	0	1
"by"	155	2	"05a"	"IN"	"b2"	"b2"	"b2"	"b2"	0	1	1	"1"	222.4242	0	0	1
"my"	129	2	"05a"	"PRP$"	"m2"	"mQ"	"m2"	"mQ"	0	1	1	"1"	222.5788	0	0	1
"one"	205	2	"05a"	"CD"	"wVn"	"wVn"	"wVn"	"wVn"	0	1	1	"1"	222.707	0	0	1
"little"	149	2	"05a"	"JJ"	"lItP"	"lVRI"	"lI.tP"	"lV.RI"	0	2	2	"10"	222.911	0	0	1
"girl"	287	2	"05a"	"NN"	"g3l"	"g3l"	"g3l"	"g3l"	1	1	1	"1"	223.0586	0	0	1
"uh"	90	2	"05a"	"UH"	"V"	"E"	"V"	"E"	0	1	1	"1"	224.0184	0	0	1
"but"	170	2	"05a"	"CC"	"bVt"	"bVR"	"bVt"	"bVR"	0	1	1	"1"	224.1074	0	0	1
"anyway"	431	2	"05a"	"RB"	"Eniw1"	"Eiw1"	"E.ni.w1"	"E.i.w1"	1	3	3	"102"	224.2765	0	0	1
"i"	91	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	225.2733	0	0	1
"would"	78	2	"05a"	"MD"	"wUd"	"U"	"wUd"	"U"	0	1	1	"1"	225.3633	0	0	1
"always"	244	2	"05a"	"RB"	"Qlw1z"	"Qw1z"	"Ql.w1z"	"Q.w1z"	1	2	2	"12"	225.4404	0	0	1
"and"	87	2	"05a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	226.2971	0	0	1
"i"	123	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	226.3831	0	0	1
"would"	95	2	"05a"	"MD"	"wUd"	"Ud"	"wUd"	"Ud"	0	1	1	"1"	226.5053	0	0	1
"apologize"	746	2	"05a"	"VB"	"VpQlV_2z"	"IpQlV_2"	"V.pQ.lV._2z"	"I.pQ.lV._2"	0	4	4	"0102"	226.5989	0	0	1
"if"	186	2	"05a"	"IN"	"If"	"Ip"	"If"	"Ip"	0	1	1	"1"	227.3409	0	0	1
"they"	208	2	"05a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	227.5262	0	0	1
"did"	227	2	"05a"	"VBD"	"dId"	"dId"	"dId"	"dId"	0	1	1	"1"	227.7337	0	0	1
"catch"	277	2	"05a"	"VB"	"k{J"	"kES"	"k{J"	"kES"	0	1	1	"1"	227.9586	0	0	1
"me"	165	2	"05a"	"PRP"	"mi"	"mi"	"mi"	"mi"	0	1	1	"1"	228.2345	0	0	1
"doing"	343	2	"05a"	"VBG"	"duIN"	"duIN"	"du.IN"	"du.IN"	0	2	2	"10"	228.398	0	0	1
"something"	436	2	"05a"	"NN"	"sVmTIN"	"sVmTIN"	"sVm.TIN"	"sVm.TIN"	0	2	2	"10"	228.738	0	0	1
"that"	87	2	"05a"	"WDT"	"D{t"	"DE"	"D{t"	"DE"	0	1	1	"1"	229.1718	0	0	1
"i've"	100	2	"05a"	"PRP_VBP"	"2v"	"2b"	"2v"	"2b"	0	1	1	"1"	229.2584	0	0	1
"been"	125	2	"05a"	"VBN"	"bIn"	"bIn"	"bIn"	"bIn"	0	1	1	"1"	229.358	0	0	1
"telling"	282	2	"05a"	"VBG"	"tElIN"	"tElH"	"tE.lIN"	"tE.lH"	0	2	2	"10"	229.4812	0	0	1
"them"	248	2	"05a"	"PRP"	"DEm"	"nEm"	"DEm"	"nEm"	0	1	1	"1"	229.7619	0	0	1
"no"	316	2	"05a"	"DT"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	230.008	0	0	1
"you"	151	2	"05a"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	230.3232	0	0	1
"cannot"	476	2	"05a"	"VBP"	"k{nQt"	"k{nQd"	"k{.nQt"	"k{.nQd"	0	2	2	"10"	230.4726	0	0	1
"do"	478	2	"05a"	"VB"	"du"	"du"	"du"	"du"	1	1	1	"1"	230.9465	0	0	1
"i"	204	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	231.6225	0	0	1
"would"	126	2	"05a"	"MD"	"wUd"	"wUR"	"wUd"	"wUR"	0	1	1	"1"	231.8263	0	0	1
"apologize"	750	2	"05a"	"VB"	"VpQlV_2z"	"VpQlV_2z"	"V.pQ.lV._2z"	"V.pQ.lV._2z"	0	4	4	"0102"	231.95	0	0	1
"say"	152	2	"05a"	"VB"	"s1"	"s1"	"s1"	"s1"	0	1	1	"1"	232.697	0	0	1
"mommy"	452	2	"05a"	"NN"	"mQmi"	"mQmi"	"mQ.mi"	"mQ.mi"	0	2	2	"10"	232.848	0	0	1
"was"	206	2	"05a"	"VBD"	"wVz"	"wIz"	"wVz"	"wIz"	0	1	1	"1"	233.298	0	0	1
"bad"	358	2	"05a"	"JJ"	"b{d"	"b{R"	"b{d"	"b{R"	0	1	1	"1"	233.5028	0	0	1
"and"	75	2	"05a"	"CC"	"{nd"	"Em"	"{nd"	"Em"	0	1	1	"0"	233.859	0	0	1
"mommy"	268	2	"05a"	"JJ"	"mQmi"	"mQmi"	"mQ.mi"	"mQ.mi"	0	2	2	"10"	233.9329	0	0	1
"did"	193	2	"05a"	"VBD"	"dId"	"dId"	"dId"	"dId"	0	1	1	"1"	234.198	0	0	1
"that"	223	2	"05a"	"IN"	"D{t"	"D{Y"	"D{t"	"D{Y"	0	1	1	"1"	234.3886	0	0	1
"i"	132	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	234.6103	0	0	1
"got"	159	2	"05a"	"VBD"	"gQt"	"gVs"	"gQt"	"gVs"	0	1	1	"1"	234.7418	0	0	1
"soap"	170	2	"05a"	"NN"	"s5p"	"s5p"	"s5p"	"s5p"	0	1	1	"1"	234.8987	0	0	1
"in"	83	2	"05a"	"IN"	"In"	"Vm"	"In"	"Vm"	0	1	1	"0"	235.0677	0	0	1
"my"	88	2	"05a"	"PRP$"	"m2"	"mQ"	"m2"	"mQ"	0	1	1	"1"	235.1498	0	0	1
"mouth"	302	2	"05a"	"NN"	"m6T"	"m6T"	"m6T"	"m6T"	0	1	1	"1"	235.2367	0	0	1
"one"	155	2	"05a"	"CD"	"wVn"	"wVn"	"wVn"	"wVn"	0	1	1	"1"	235.538	0	0	1
"well"	252	2	"05a"	"RB"	"wEl"	"wEl"	"wEl"	"wEl"	1	1	1	"1"	238.0688	0	0	1
"well"	327	2	"05a"	"RB"	"wEl"	"wEl"	"wEl"	"wEl"	0	1	1	"1"	239.3281	0	0	1
"um"	114	2	"05a"	"UH"	"Vm"	"F"	"Vm"	"F"	0	1	1	"1"	239.655	0	0	1
"oh"	145	2	"05a"	"NN"	"5"	"5"	"5"	"5"	0	1	1	"1"	239.7683	0	0	1
"no"	482	2	"05a"	"DT"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	239.9125	0	0	1
"i"	113	2	"05a"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	240.3934	0	0	1
"mean"	188	2	"05a"	"NN"	"min"	"min"	"min"	"min"	0	1	1	"1"	240.5058	0	0	1
"now"	184	2	"05a"	"RB"	"n6"	"nQ"	"n6"	"nQ"	0	1	1	"1"	240.6927	0	0	1
"if"	144	2	"05a"	"IN"	"If"	"2v"	"If"	"2v"	0	1	1	"1"	240.8756	0	0	1
"you"	51	2	"05a"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	241.0179	0	0	1
"want"	112	2	"05a"	"VBP"	"wQnt"	"wQn"	"wQnt"	"wQn"	0	1	1	"1"	241.067	0	0	1
"to"	31	2	"05a"	"TO"	"tu"	"I"	"tu"	"I"	0	1	1	"1"	241.177	0	0	1
"hear"	144	2	"05a"	"VB"	"hIr"	"hir"	"hIr"	"hir"	0	1	1	"1"	241.207	0	0	1
"the"	46	2	"05a"	"DT"	"Di"	"DI"	"Di"	"DI"	0	1	1	"0"	241.3489	0	0	1
"story"	272	2	"05a"	"NN"	"st5ri"	"stQri"	"st5.ri"	"stQ.ri"	0	2	2	"10"	241.3944	0	0	1
"it's"	79	2	"05a"	"PRP_VBZ"	"Its"	"Im"	"Its"	"Im"	0	1	1	"1"	241.6645	0	0	1
"funny"	206	2	"05a"	"JJ"	"fVni"	"fVni"	"fV.ni"	"fV.ni"	0	2	2	"10"	241.7426	0	0	1
"well"	178	2	"05a"	"RB"	"wEl"	"wP"	"wEl"	"wP"	0	1	1	"1"	241.947	0	0	1
"deviate"	356	2	"05a"	"VB"	"divi1t"	"divid"	"di.vi.1t"	"di.vid"	0	3	2	"??"	242.1233	0	0	1
"just"	158	2	"05a"	"RB"	"_Vst"	"_Is"	"_Vst"	"_Is"	0	1	1	"1"	242.4775	0	0	1
"a"	33	2	"05a"	"DT"	"1"	"t"	"1"	"t"	0	1	1	"0"	242.6338	0	0	1
"teeny"	185	2	"05a"	"JJ"	"tini"	"tii"	"ti.ni"	"ti.i"	0	2	2	"10"	242.6662	0	0	1
"bit"	130	2	"05a"	"NN"	"bIt"	"bIt"	"bIt"	"bIt"	0	1	1	"1"	242.8501	0	0	1
"i"	118	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	242.9794	0	0	1
"was"	112	2	"05a"	"VBD"	"wVz"	"wVz"	"wVz"	"wVz"	0	1	1	"1"	243.097	0	0	1
"baking"	310	2	"05a"	"VBG"	"b1kIN"	"b1kIN"	"b1.kIN"	"b1.kIN"	0	2	2	"10"	243.207	0	0	1
"a"	24	2	"05a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	243.5135	0	0	1
"pie"	371	2	"05a"	"NN"	"p2"	"p2"	"p2"	"p2"	1	1	1	"1"	243.537	0	0	1
"and"	45	2	"05a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	244.241	0	0	1
"i"	46	2	"05a"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	244.2855	0	0	1
"was"	92	2	"05a"	"VBD"	"wVz"	"wVz"	"wVz"	"wVz"	0	1	1	"1"	244.331	0	0	1
"taking"	287	2	"05a"	"VBG"	"t1kIN"	"t1kIN"	"t1.kIN"	"t1.kIN"	0	2	2	"10"	244.421	0	0	1
"this"	152	2	"05a"	"DT"	"DIs"	"DIs"	"DIs"	"DIs"	0	1	1	"1"	244.7046	0	0	1
"pie"	315	2	"05a"	"NN"	"p2"	"p2"	"p2"	"p2"	0	1	1	"1"	244.8547	0	0	1
